study_hours_per_day,attendance_percentage,previous_exam_score,assignments_completed,sleep_hours,participation_in_class,internet_usage_time,extra_study_activities,stress_level,final_score
3.5,90.1,62.6,70.7,6.2,high,3.3,1,medium,99.0
3.4,67.7,52.1,76.0,8.6,high,7.0,1,high,87.2
2.5,100.0,62.9,93.1,10.0,high,5.6,1,high,99.0
5.3,85.8,80.7,71.8,8.4,high,3.9,0,medium,99.0
5.6,96.8,66.1,50.5,8.2,medium,3.6,1,high,99.0
5.1,73.2,75.6,60.5,7.7,high,3.9,0,medium,99.0
6.2,74.8,61.6,80.1,6.2,medium,4.3,0,medium,99.0
4.8,72.4,71.8,52.0,8.2,low,2.7,1,medium,99.0
5.3,86.5,96.0,75.5,5.9,medium,1.9,1,medium,99.0
5.2,84.7,66.5,59.1,5.8,medium,5.3,0,medium,99.0
4.6,79.4,76.0,100.0,5.7,medium,3.4,0,medium,99.0
3.9,73.9,50.6,100.0,8.2,low,5.1,0,medium,94.9
8.2,71.3,90.8,64.1,7.0,high,6.4,1,low,99.0
4.0,83.5,64.8,83.9,7.2,medium,4.3,0,low,99.0
3.6,79.3,84.7,65.6,7.1,medium,4.0,0,high,95.7
5.4,77.1,69.4,75.4,5.9,low,9.0,0,medium,99.0
5.1,99.5,79.0,100.0,6.4,medium,3.8,1,low,99.0
2.5,83.2,79.7,73.0,6.4,low,1.4,0,low,99.0
6.5,96.7,65.1,75.7,5.6,medium,2.9,0,low,99.0
4.5,78.7,85.2,65.9,6.5,medium,6.2,0,low,99.0
2.9,86.4,61.1,97.2,5.9,high,1.1,0,high,98.0
6.6,83.4,81.1,31.1,7.7,medium,2.0,0,medium,99.0
5.7,67.0,65.9,73.4,7.8,medium,5.4,1,medium,99.0
2.7,98.3,75.5,79.3,5.7,high,2.9,1,medium,99.0
7.5,82.6,65.0,70.1,6.8,medium,3.2,1,low,99.0
5.8,91.5,71.6,93.0,9.1,high,5.3,0,high,99.0
4.7,76.5,57.0,98.0,6.0,low,2.1,1,high,99.0
7.2,82.4,74.2,58.8,7.6,medium,0.8,0,low,99.0
5.0,75.3,71.6,100.0,7.2,low,0.9,0,low,99.0
4.7,96.4,64.0,58.7,8.3,medium,4.4,0,medium,99.0
3.6,87.1,70.3,99.3,7.4,high,3.9,0,low,99.0
5.6,87.7,72.7,82.2,6.6,medium,2.2,0,low,99.0
5.5,97.6,63.0,72.4,7.2,medium,1.3,1,medium,99.0
4.7,95.6,69.3,73.9,7.2,medium,2.9,1,medium,99.0
3.4,91.7,57.9,79.5,7.0,high,5.4,1,low,99.0
4.9,69.8,99.0,83.1,5.6,medium,1.9,0,high,99.0
4.6,77.0,84.8,66.2,8.5,medium,2.2,1,low,99.0
2.6,74.0,74.6,76.5,8.3,high,1.3,1,medium,99.0
2.3,91.3,86.2,68.4,6.0,medium,2.7,0,high,97.6
5.6,85.7,45.3,61.8,6.8,medium,4.0,1,medium,99.0
0.5,70.1,37.8,67.7,6.9,low,7.2,0,medium,48.4
5.0,82.1,65.8,62.8,5.8,low,3.8,1,medium,99.0
3.9,69.1,53.1,73.7,5.0,high,3.3,0,medium,91.1
6.8,83.5,67.9,86.5,6.4,medium,5.0,1,high,99.0
3.9,67.4,73.7,81.8,6.7,high,4.7,0,medium,99.0
5.8,89.3,83.0,100.0,5.5,low,2.4,0,medium,99.0
4.1,87.8,56.2,46.8,7.3,medium,7.5,1,high,99.0
4.9,100.0,76.2,87.0,8.4,high,3.4,1,medium,99.0
5.9,92.5,71.2,80.1,8.0,medium,3.8,0,high,99.0
4.0,79.8,75.5,92.2,7.0,medium,4.4,1,medium,99.0
6.3,92.2,64.2,90.7,5.1,medium,4.0,0,medium,99.0
3.1,70.0,89.0,77.5,7.9,medium,6.1,1,high,92.9
5.2,74.4,69.7,82.6,7.3,high,2.3,0,medium,99.0
6.2,87.3,94.1,68.8,7.6,medium,4.8,1,low,99.0
5.8,62.4,60.7,89.2,9.2,medium,3.7,0,medium,99.0
7.8,83.6,80.7,51.8,6.2,medium,5.2,0,high,99.0
3.5,73.8,70.2,91.7,4.0,medium,3.0,1,high,96.1
2.5,85.0,66.7,79.7,5.9,low,2.8,1,medium,96.0
3.1,73.2,79.2,72.7,7.6,high,4.7,0,low,99.0
5.8,88.2,67.1,76.5,7.1,low,4.0,0,medium,99.0
5.5,84.2,36.4,77.6,5.8,medium,1.9,0,medium,99.0
4.9,98.0,35.0,99.5,5.5,medium,5.8,0,low,99.0
2.9,84.1,87.5,100.0,6.7,low,4.7,0,high,99.0
5.9,76.3,87.0,98.3,5.7,low,3.3,0,medium,99.0
2.7,81.5,95.5,71.5,7.7,low,2.6,0,medium,99.0
6.6,70.6,70.8,89.4,6.6,low,4.1,1,medium,99.0
9.0,88.1,54.2,90.1,6.4,medium,4.6,1,low,99.0
5.3,89.9,65.5,66.1,6.3,high,0.5,0,medium,99.0
5.6,100.0,71.1,61.1,7.4,medium,4.1,0,medium,99.0
3.9,77.8,57.9,79.1,7.1,medium,4.6,1,medium,99.0
1.8,81.3,92.4,92.1,7.3,medium,0.0,1,medium,99.0
3.7,78.2,99.0,55.8,7.3,medium,3.8,0,medium,99.0
3.0,86.1,77.2,69.2,7.0,medium,4.7,0,medium,99.0
2.4,87.8,70.9,88.6,6.0,medium,4.4,1,high,91.0
7.5,83.5,54.2,80.6,6.3,medium,4.8,0,medium,99.0
5.1,94.9,91.1,100.0,6.7,medium,2.8,1,medium,99.0
5.3,77.8,72.0,58.8,9.4,low,1.5,1,high,99.0
4.2,93.9,67.2,100.0,5.6,high,0.2,0,medium,99.0
4.4,89.4,77.3,56.9,6.6,high,5.4,1,medium,99.0
6.2,83.9,63.4,49.6,7.2,high,4.7,0,high,99.0
4.6,80.9,72.9,79.1,6.8,low,5.5,1,medium,99.0
5.5,100.0,52.2,63.0,8.3,high,2.1,0,high,99.0
4.4,75.8,85.1,79.4,6.8,medium,4.8,1,medium,99.0
4.2,87.0,69.6,78.9,6.8,low,0.7,0,medium,99.0
2.4,76.5,86.1,77.1,8.0,high,1.8,0,low,99.0
1.5,100.0,68.4,67.4,9.1,high,3.6,1,low,90.2
4.3,92.9,69.2,86.5,8.6,low,4.6,0,medium,99.0
4.8,77.2,55.2,75.2,6.9,high,6.4,1,low,99.0
2.6,89.1,80.9,96.6,7.0,low,3.0,1,medium,99.0
4.6,86.6,59.6,77.3,7.2,medium,1.8,0,medium,99.0
4.8,78.8,64.7,65.5,7.3,low,1.7,0,low,99.0
1.3,91.6,71.0,54.7,6.2,low,2.2,0,medium,75.3
3.2,87.9,72.6,77.4,8.1,high,7.4,0,medium,99.0
5.4,86.2,48.8,61.0,7.3,medium,4.8,1,medium,99.0
5.3,83.6,68.0,59.8,7.1,medium,5.4,1,high,99.0
2.9,88.3,81.3,87.9,5.7,high,3.0,1,low,99.0
5.0,86.3,66.1,53.3,7.2,high,3.4,1,low,99.0
6.3,84.6,68.1,100.0,5.0,high,4.7,0,high,99.0
5.9,77.6,73.1,82.4,6.5,high,2.5,1,high,99.0
4.5,100.0,69.4,79.3,6.5,high,2.9,0,medium,99.0
4.0,73.5,57.6,64.5,7.4,medium,2.2,1,medium,99.0
3.7,88.3,70.5,91.5,9.2,medium,2.6,1,high,99.0
5.4,80.8,83.9,80.0,7.7,high,3.5,0,medium,99.0
5.0,100.0,57.3,69.7,8.7,low,1.9,1,low,99.0
5.7,75.0,66.1,83.0,7.8,low,3.9,0,low,99.0
4.9,76.6,53.0,54.8,8.3,medium,3.9,0,low,99.0
6.0,74.3,83.2,55.5,9.1,medium,3.1,0,high,99.0
4.9,87.2,69.8,63.2,6.3,medium,1.9,0,medium,99.0
6.0,70.3,59.9,85.2,6.2,high,3.6,0,medium,99.0
6.1,79.2,72.2,80.0,7.8,medium,2.5,1,low,99.0
3.4,62.5,55.4,95.7,7.1,medium,3.5,0,low,99.0
1.8,86.4,57.6,66.2,7.3,medium,5.4,1,high,68.7
7.2,79.0,52.0,88.6,6.8,high,1.1,1,high,99.0
5.1,69.1,57.1,78.3,6.4,low,7.3,0,medium,99.0
2.0,94.9,88.6,65.9,8.9,low,3.3,0,high,80.6
3.6,70.9,61.5,85.8,5.9,medium,4.1,0,medium,89.7
5.9,92.0,77.1,79.0,7.9,medium,2.0,0,medium,99.0
4.3,77.0,60.1,70.6,7.7,medium,5.5,0,medium,98.3
3.9,100.0,80.9,80.6,5.4,medium,3.2,0,low,99.0
6.9,91.5,57.7,78.1,6.2,low,2.7,1,medium,99.0
3.0,73.9,71.5,77.7,6.4,medium,2.4,1,high,94.7
3.4,74.8,71.7,73.8,7.7,medium,2.9,1,low,99.0
5.0,90.1,99.0,60.4,6.7,medium,4.2,0,medium,99.0
5.3,81.4,79.2,81.1,7.0,high,3.7,1,high,99.0
5.5,82.3,63.3,68.0,5.5,high,3.3,1,high,99.0
6.2,96.7,79.9,64.7,9.7,medium,2.1,1,medium,99.0
5.0,76.5,98.8,76.4,7.2,medium,2.0,0,low,99.0
5.5,84.9,49.8,91.0,7.6,low,2.6,1,high,99.0
4.3,93.5,60.0,82.8,6.5,low,4.2,1,low,99.0
4.8,92.1,67.9,72.0,6.4,high,4.6,1,medium,99.0
4.9,82.4,65.6,71.4,9.2,low,4.8,1,low,99.0
5.0,81.1,66.7,89.5,5.0,medium,3.4,1,medium,99.0
5.9,66.6,54.0,44.0,7.4,high,4.1,0,medium,99.0
5.6,73.4,89.3,92.0,5.8,high,3.1,1,high,99.0
4.8,87.2,52.5,51.9,6.7,high,0.3,1,medium,99.0
3.4,82.6,68.4,58.8,6.4,high,3.0,0,high,99.0
4.8,84.7,84.6,72.3,6.0,medium,2.7,0,medium,99.0
4.7,94.4,70.6,100.0,7.1,medium,1.5,1,medium,99.0
5.0,72.1,58.3,100.0,4.3,medium,2.4,1,low,99.0
8.2,81.6,53.5,90.6,6.8,medium,3.6,0,low,99.0
3.9,85.9,68.0,85.3,7.0,medium,1.4,0,medium,99.0
5.4,77.0,61.2,52.1,5.6,low,2.1,1,high,99.0
6.4,98.3,73.7,82.4,8.8,low,6.2,0,low,99.0
4.9,93.1,52.8,71.8,6.4,high,0.5,1,medium,99.0
8.4,86.9,81.6,67.7,6.8,low,3.1,1,medium,99.0
4.1,100.0,72.5,82.3,6.4,medium,1.3,1,medium,99.0
5.2,69.0,73.5,72.9,7.0,high,2.0,0,medium,99.0
3.4,83.9,89.7,93.0,8.5,high,3.0,1,low,99.0
4.1,87.7,65.3,51.0,9.8,medium,1.6,1,medium,99.0
5.1,74.9,61.6,81.1,7.9,medium,4.4,1,high,99.0
6.1,87.0,63.9,66.8,8.3,high,5.8,1,high,99.0
5.2,72.9,68.5,73.9,9.0,medium,4.9,1,low,99.0
6.7,90.9,69.8,84.6,7.4,medium,5.2,1,low,99.0
4.5,94.6,60.2,63.2,8.8,high,0.9,0,medium,99.0
4.2,86.7,44.7,82.5,8.0,medium,3.0,1,medium,99.0
9.0,65.5,63.7,76.8,7.3,medium,4.2,1,high,99.0
5.3,74.3,75.7,70.1,7.5,low,5.0,0,medium,99.0
3.5,89.6,72.8,72.9,5.1,low,6.6,1,high,98.1
3.6,84.2,86.6,77.7,7.4,medium,5.3,1,low,99.0
3.2,57.1,96.4,68.5,5.4,medium,5.0,0,high,96.6
6.2,96.4,80.9,80.1,5.3,medium,8.1,0,high,99.0
4.1,85.4,89.0,75.8,7.3,medium,3.6,1,high,99.0
4.9,75.8,81.0,70.8,5.9,high,2.9,1,high,99.0
4.6,93.9,93.2,100.0,7.1,high,3.7,1,medium,99.0
5.9,77.2,95.1,86.2,7.3,low,1.8,1,low,99.0
3.3,77.1,83.4,74.3,7.3,high,3.5,0,medium,99.0
3.0,87.6,80.2,82.2,6.1,low,0.3,0,high,98.1
5.1,100.0,68.3,64.6,8.1,medium,2.4,1,high,99.0
5.7,100.0,70.5,73.4,7.0,medium,3.2,1,medium,99.0
5.2,87.6,66.6,75.2,7.6,high,5.1,1,high,99.0
3.4,88.6,79.1,61.3,5.8,medium,5.4,1,medium,99.0
5.8,91.9,61.6,85.8,6.9,medium,1.7,1,medium,99.0
3.5,71.4,68.5,72.4,8.3,low,7.1,1,medium,99.0
3.9,90.4,40.4,74.7,8.2,low,3.7,0,medium,97.7
3.2,76.7,93.4,71.5,6.2,medium,3.8,0,low,99.0
6.8,87.2,68.1,100.0,6.5,medium,0.5,0,high,99.0
5.7,81.7,76.9,70.1,6.0,high,2.3,0,medium,99.0
5.7,89.0,90.0,49.0,6.4,medium,5.3,0,medium,99.0
6.7,85.2,74.9,56.0,5.6,medium,3.7,0,low,99.0
9.0,53.3,89.8,91.4,6.9,high,3.6,1,medium,99.0
2.0,85.8,54.9,100.0,7.8,high,3.8,1,medium,93.4
3.5,90.4,99.0,69.8,6.2,high,0.8,1,high,99.0
3.7,88.5,85.1,99.2,7.0,low,3.2,0,low,99.0
3.3,83.0,73.7,91.1,6.9,medium,5.9,0,high,88.1
3.0,100.0,89.5,77.2,8.3,high,5.4,1,high,99.0
4.2,87.1,55.8,76.1,6.4,medium,3.2,0,high,97.7
2.8,88.4,67.2,82.7,6.5,medium,6.2,0,medium,94.5
5.2,94.4,89.8,93.2,6.2,medium,1.1,0,medium,99.0
4.8,87.6,46.7,86.0,5.8,medium,1.7,1,high,99.0
5.5,75.0,78.3,69.8,7.7,medium,6.8,1,medium,99.0
5.5,59.6,77.9,77.4,7.0,medium,4.4,1,medium,99.0
5.7,79.2,96.6,100.0,7.2,medium,2.9,1,medium,99.0
4.1,91.6,50.4,83.8,8.5,medium,3.3,0,medium,99.0
8.1,80.5,91.9,93.0,8.6,medium,1.9,1,medium,99.0
5.1,92.0,63.7,88.1,5.3,high,3.9,1,high,99.0
1.7,85.5,65.2,84.1,7.8,medium,3.8,1,medium,88.6
3.1,96.9,55.1,81.6,7.3,low,3.4,0,medium,95.4
1.9,81.0,56.9,93.5,6.6,medium,1.3,1,high,88.5
4.7,88.7,76.2,90.8,7.5,medium,3.9,0,medium,99.0
4.5,89.1,56.5,84.0,5.2,high,2.4,1,low,99.0
4.0,99.0,80.6,69.6,8.7,medium,1.6,0,high,99.0
7.9,66.9,62.4,85.8,7.7,low,5.7,1,high,99.0
5.6,79.4,55.2,79.0,6.1,low,7.3,1,medium,99.0
5.9,92.5,64.1,75.4,6.5,low,6.9,0,medium,99.0
3.2,99.5,75.4,100.0,5.2,medium,4.6,0,medium,99.0
3.1,86.4,67.4,56.9,6.8,high,2.9,0,high,95.8
4.8,81.1,71.4,94.4,6.6,medium,3.3,0,high,99.0
5.0,91.6,80.1,67.1,5.6,high,4.1,1,low,99.0
1.7,92.7,85.1,82.0,8.0,low,2.6,0,high,87.6
4.4,80.4,67.0,100.0,8.5,medium,5.8,1,medium,99.0
4.7,87.3,57.4,65.6,7.1,high,0.0,0,low,99.0
4.4,95.8,72.0,69.1,6.8,medium,2.9,0,low,99.0
3.4,100.0,77.1,79.7,7.6,high,4.8,0,low,99.0
3.8,91.4,52.0,67.3,7.1,medium,1.9,0,high,99.0
4.4,84.4,59.4,93.3,5.9,medium,3.0,0,medium,99.0
4.8,83.5,61.7,72.0,6.4,medium,4.5,1,high,99.0
5.7,89.6,68.3,89.8,6.8,low,6.1,1,low,99.0
6.4,82.8,61.1,60.1,7.4,high,1.1,0,high,99.0
4.2,85.9,80.2,52.9,7.1,medium,0.9,0,medium,99.0
4.0,73.4,50.1,76.6,7.3,low,1.7,1,high,91.4
5.4,97.0,50.5,56.5,5.4,high,0.6,0,medium,99.0
5.7,72.6,66.7,100.0,7.8,high,0.8,1,high,99.0
4.0,79.7,68.7,57.1,7.1,high,1.6,0,medium,99.0
6.0,85.0,52.1,64.4,9.9,high,5.6,0,medium,99.0
6.3,100.0,63.1,86.2,6.7,medium,2.8,1,high,99.0
6.8,79.8,65.8,71.2,7.5,medium,3.5,1,medium,99.0
7.5,77.3,65.9,57.2,10.0,high,1.7,0,high,99.0
3.3,78.5,73.0,100.0,7.3,medium,4.5,1,low,99.0
4.7,100.0,62.4,65.0,7.0,medium,6.8,0,medium,99.0
4.7,55.9,90.2,77.1,6.0,high,1.8,1,high,99.0
4.5,74.0,77.3,76.9,8.8,low,6.5,1,high,99.0
3.7,100.0,60.5,90.7,5.8,high,4.1,1,medium,99.0
2.3,89.9,72.2,86.9,7.6,medium,3.4,0,medium,99.0
4.8,72.9,72.6,67.6,6.6,high,4.1,0,high,99.0
3.5,83.6,86.8,75.1,6.9,medium,4.1,0,medium,99.0
4.8,84.7,63.2,76.6,5.5,medium,6.7,0,high,99.0
3.4,92.5,81.0,91.2,8.6,high,4.3,0,medium,99.0
2.9,100.0,71.5,62.5,6.8,low,4.4,1,low,99.0
5.1,87.9,90.4,100.0,5.8,medium,2.6,1,high,99.0
4.9,78.6,87.8,68.6,8.5,high,4.9,0,medium,99.0
5.6,91.9,73.6,79.9,6.5,high,1.7,1,medium,99.0
8.2,77.0,67.6,62.6,7.5,high,3.6,0,medium,99.0
5.1,73.7,77.6,60.5,8.0,medium,8.6,0,high,99.0
5.5,66.4,68.7,66.9,7.6,medium,0.0,0,medium,99.0
3.0,68.3,92.8,65.4,4.7,medium,3.8,0,high,84.3
2.6,75.0,72.0,73.8,7.9,medium,3.9,0,medium,93.7
7.2,72.2,65.7,65.3,7.0,medium,3.0,0,medium,99.0
3.2,87.1,65.0,90.4,6.7,low,3.0,0,low,99.0
3.0,72.0,55.2,68.3,7.0,low,3.6,1,medium,88.9
4.6,52.6,78.2,66.6,5.3,medium,2.9,1,low,99.0
4.6,73.6,60.3,74.1,7.3,medium,3.8,1,low,99.0
3.3,79.3,85.3,94.9,5.6,medium,2.5,0,medium,99.0
4.2,77.9,54.2,83.2,6.8,low,7.0,0,high,94.4
6.7,99.2,72.7,78.5,7.3,high,2.9,0,medium,99.0
3.4,77.9,86.0,58.5,8.3,high,4.4,1,medium,99.0
2.5,92.8,43.0,62.9,6.2,medium,2.2,0,medium,93.5
6.2,83.8,97.2,60.8,8.7,high,5.1,1,medium,99.0
5.5,83.6,65.5,99.6,8.1,high,4.7,0,high,99.0
3.7,75.6,72.8,88.0,6.6,medium,4.2,1,high,97.2
2.2,83.4,78.4,67.1,5.9,low,1.6,0,high,77.8
3.5,76.3,80.4,71.5,5.5,medium,2.0,0,low,99.0
4.6,85.7,74.6,67.6,7.4,low,6.4,1,medium,99.0
6.6,81.6,84.0,66.7,6.3,medium,2.0,1,high,99.0
3.0,74.6,77.7,86.9,8.4,medium,4.6,1,high,94.7
4.6,93.9,93.9,75.7,6.4,high,1.7,1,medium,99.0
5.8,88.3,77.8,100.0,6.1,medium,5.2,1,medium,99.0
0.9,79.5,96.5,98.8,7.4,medium,2.2,1,high,83.8
6.4,85.5,82.7,99.6,6.3,high,1.7,1,high,99.0
2.8,83.2,47.5,90.1,7.1,high,2.1,1,medium,99.0
5.2,75.3,99.0,73.7,8.2,high,2.4,0,low,99.0
5.1,84.7,63.5,89.0,7.2,high,4.1,1,high,99.0
6.4,77.8,90.4,74.8,7.2,high,3.5,1,high,99.0
5.6,74.6,71.3,100.0,7.3,medium,1.4,0,low,99.0
0.9,67.8,84.8,86.1,5.2,high,3.3,1,medium,92.5
3.4,80.4,62.0,83.9,7.5,low,1.3,0,medium,94.6
4.9,89.7,79.1,81.9,7.3,medium,4.6,0,high,99.0
4.4,77.1,67.7,100.0,8.1,medium,4.9,0,high,99.0
5.5,100.0,91.5,58.5,7.8,low,3.4,1,low,99.0
6.0,92.9,76.7,100.0,6.9,low,3.9,1,low,99.0
5.7,97.0,83.2,77.2,8.2,low,6.6,0,high,99.0
4.4,92.0,42.9,58.9,6.8,medium,3.1,0,low,99.0
1.7,100.0,69.9,68.7,7.4,low,1.7,1,medium,99.0
4.0,76.1,76.3,55.2,6.8,medium,4.4,0,medium,99.0
5.4,58.4,73.9,89.8,7.6,high,1.4,0,medium,99.0
3.0,79.5,83.5,64.4,6.7,medium,3.0,0,high,97.5
5.7,89.6,66.2,82.5,8.9,medium,2.3,1,low,99.0
6.2,85.5,71.6,97.0,9.3,low,2.1,1,high,99.0
4.9,86.8,86.4,69.9,8.1,high,2.9,1,medium,99.0
0.5,97.2,41.4,76.0,8.8,low,5.0,1,medium,53.8
2.7,87.8,78.7,60.4,5.4,medium,5.4,0,high,87.1
7.7,92.0,66.7,74.2,5.5,medium,5.1,1,low,99.0
3.8,74.6,59.1,100.0,6.7,high,4.0,1,high,99.0
1.5,73.0,75.4,91.7,7.1,high,2.9,1,low,99.0
6.7,100.0,87.0,76.0,6.9,high,0.0,0,high,99.0
4.7,85.0,84.5,70.8,5.3,high,4.1,0,low,99.0
6.5,77.8,69.2,79.4,8.4,medium,0.0,0,medium,99.0
5.1,77.8,82.4,82.0,9.5,medium,0.0,0,low,99.0
5.4,77.5,82.3,73.7,8.5,low,3.1,0,medium,99.0
5.3,76.9,69.9,88.0,8.3,medium,3.9,1,low,99.0
5.8,71.2,62.0,65.7,7.3,high,2.6,1,low,99.0
8.3,69.0,62.7,65.6,6.2,high,6.2,0,low,99.0
6.3,82.0,81.9,85.6,7.2,medium,4.2,0,low,99.0
2.2,78.1,70.5,62.5,9.4,medium,3.0,1,high,80.9
5.4,95.1,57.4,90.9,6.7,medium,5.9,0,medium,99.0
6.5,86.9,49.1,79.8,6.6,medium,6.2,1,low,99.0
6.6,86.7,81.8,52.6,8.3,medium,4.3,0,high,99.0
4.0,76.6,63.9,81.6,8.4,medium,2.0,0,medium,99.0
6.6,82.8,75.3,54.7,6.2,low,2.4,1,medium,99.0
6.2,87.6,87.1,90.4,6.8,low,0.8,0,medium,99.0
8.8,91.2,54.0,76.3,6.5,medium,3.3,0,medium,99.0
3.5,83.1,70.4,100.0,7.2,high,1.5,0,medium,99.0
3.9,94.8,68.8,96.1,8.3,medium,2.8,0,high,99.0
4.2,84.1,75.9,64.1,6.2,medium,3.9,1,medium,99.0
3.9,91.9,87.1,49.7,8.3,medium,0.0,1,high,99.0
3.3,79.1,53.7,68.7,7.2,high,1.1,1,high,99.0
0.5,65.9,78.4,61.7,9.7,medium,2.5,1,high,63.7
4.0,86.7,84.4,100.0,7.5,high,3.3,1,medium,99.0
5.3,91.3,68.6,79.8,7.0,medium,2.5,1,medium,99.0
3.9,89.8,69.2,94.0,7.7,medium,2.9,1,high,99.0
7.8,88.2,76.4,75.7,6.7,medium,2.1,1,high,99.0
4.7,80.5,75.5,77.3,5.1,high,0.8,1,low,99.0
6.8,75.9,78.6,79.5,6.8,high,2.4,1,low,99.0
5.1,89.5,78.3,96.6,6.8,high,3.0,0,medium,99.0
6.0,88.3,58.2,84.7,5.3,high,2.8,0,medium,99.0
5.1,78.4,83.9,64.1,7.0,low,3.6,0,high,99.0
6.9,95.1,86.2,100.0,4.8,medium,4.2,1,high,99.0
4.8,75.2,73.4,75.6,6.7,low,4.6,0,low,99.0
5.5,78.2,51.6,73.2,7.4,medium,2.3,1,medium,99.0
5.3,100.0,69.5,37.6,7.2,medium,0.6,0,medium,99.0
4.2,92.7,73.5,89.5,6.6,high,5.7,0,high,99.0
5.3,80.4,56.1,81.5,7.0,high,4.1,1,high,99.0
8.3,86.9,66.3,81.5,6.2,high,1.7,0,low,99.0
4.3,85.5,52.7,74.0,7.1,medium,3.9,0,medium,99.0
5.4,56.5,78.9,71.4,7.2,high,5.3,1,high,99.0
6.7,74.9,73.2,74.5,6.1,high,6.5,1,medium,99.0
6.5,83.5,49.6,86.9,7.4,high,3.9,0,high,99.0
4.7,80.4,75.6,89.6,7.4,medium,5.3,1,medium,99.0
0.9,86.5,70.3,76.5,6.9,medium,1.2,1,low,91.7
5.5,95.3,77.7,94.2,9.8,high,3.3,1,medium,99.0
1.1,80.8,65.9,78.8,6.9,high,2.8,0,low,85.5
7.1,73.4,60.6,72.4,6.8,low,4.0,1,high,99.0
5.0,87.2,61.0,83.0,6.6,medium,6.3,0,high,99.0
6.3,80.7,64.0,59.6,6.0,medium,3.8,0,medium,99.0
3.3,82.4,71.2,83.5,7.9,medium,1.7,1,medium,99.0
2.2,81.1,72.9,56.9,6.3,high,1.1,1,high,90.4
5.1,100.0,68.5,64.6,6.5,low,6.4,0,high,99.0
4.6,61.6,65.5,49.7,6.5,medium,4.3,1,medium,98.5
3.9,80.1,66.4,77.4,6.0,high,4.2,1,high,99.0
4.8,84.0,99.0,100.0,5.2,medium,2.8,1,low,99.0
9.0,76.2,61.0,78.2,6.6,low,3.9,0,high,99.0
6.0,93.0,63.7,89.7,8.1,medium,1.6,0,medium,99.0
6.4,92.1,99.0,100.0,7.3,medium,4.1,1,low,99.0
6.1,83.5,76.5,86.1,8.8,high,1.3,1,high,99.0
7.1,81.3,53.1,68.5,7.9,high,2.8,1,high,99.0
4.4,82.9,82.0,70.6,7.7,high,2.2,0,high,99.0
1.4,83.0,59.2,80.0,9.2,low,0.0,1,medium,81.4
4.4,83.2,82.8,70.5,7.0,high,2.8,0,high,99.0
6.0,82.1,68.3,71.6,7.2,medium,1.8,0,high,99.0
3.1,86.5,65.3,94.8,7.1,high,3.0,1,medium,99.0
4.4,91.5,91.9,95.4,8.8,medium,3.4,0,low,99.0
3.6,71.7,78.4,55.3,7.1,medium,6.6,0,high,99.0
7.1,73.5,83.6,67.7,6.4,low,3.9,0,medium,99.0
5.9,66.5,76.7,73.0,7.7,high,4.0,1,medium,99.0
5.7,92.7,65.2,89.0,6.2,high,4.3,0,high,99.0
5.7,86.5,78.9,97.1,7.7,low,5.0,1,low,99.0
4.6,89.1,86.7,100.0,7.6,medium,4.2,0,high,99.0
5.0,69.7,72.8,73.0,6.9,high,3.9,1,medium,99.0
2.8,100.0,94.4,73.8,7.7,medium,4.7,1,low,99.0
1.2,77.9,82.1,88.8,5.5,medium,0.0,0,high,80.1
4.9,85.7,73.8,69.8,7.3,high,7.2,1,high,99.0
5.2,92.5,74.3,77.9,6.6,medium,6.3,1,low,99.0
6.6,74.1,72.8,73.8,10.0,high,3.8,0,high,99.0
7.2,78.5,54.7,40.7,7.3,medium,0.9,1,high,99.0
7.2,85.8,69.8,81.8,6.4,high,5.6,0,high,99.0
3.1,100.0,73.9,77.3,5.6,low,2.2,0,low,99.0
4.1,87.0,65.6,99.1,8.5,high,4.4,1,low,99.0
5.5,100.0,75.4,80.1,6.7,medium,1.1,0,high,99.0
8.8,96.1,71.3,61.2,6.2,high,7.4,0,high,99.0
7.1,87.7,81.1,76.1,7.5,high,0.8,0,low,99.0
6.5,74.1,79.6,48.6,7.8,medium,3.5,1,medium,99.0
4.1,94.6,73.2,61.8,7.8,medium,0.0,0,low,99.0
3.3,69.0,53.2,89.5,7.1,low,3.3,0,medium,91.6
6.0,100.0,94.3,76.3,7.3,medium,2.6,1,medium,99.0
2.9,86.0,69.2,93.8,7.4,medium,5.4,0,low,99.0
4.3,57.5,69.9,50.5,7.5,low,2.6,1,medium,95.9
4.5,80.6,66.5,76.4,7.6,low,5.4,1,medium,99.0
7.2,90.5,64.7,72.9,8.3,high,1.6,1,medium,99.0
4.1,81.6,91.1,94.3,7.2,medium,2.9,0,high,99.0
0.8,91.2,89.0,90.1,6.2,medium,2.9,1,low,96.7
5.5,75.5,76.8,89.6,6.9,medium,4.3,1,low,99.0
3.6,70.9,69.6,100.0,7.9,medium,4.1,1,medium,99.0
4.8,83.3,79.0,74.5,5.1,medium,4.7,1,medium,99.0
4.6,84.3,72.0,100.0,5.1,high,3.9,0,medium,99.0
4.3,80.5,68.5,64.3,8.1,medium,4.6,1,high,99.0
6.0,96.3,75.4,63.8,8.8,low,1.8,1,medium,99.0
2.2,75.5,65.3,91.3,5.7,medium,4.1,0,medium,81.4
3.9,87.1,74.3,57.4,7.2,low,6.3,1,high,99.0
5.8,84.7,73.7,88.6,6.7,high,0.4,1,high,99.0
